method,dimension,metric,trial,time_ms,status,note
rht,4096,setup_ms,0,0.012000,ok,
rht,4096,apply_ms,0,0.296960,ok,
rht,4096,end_to_end_ms,0,0.308960,ok,
rht,4096,setup_ms,1,0.003744,ok,
rht,4096,apply_ms,1,0.143232,ok,
rht,4096,end_to_end_ms,1,0.146976,ok,
rht,4096,setup_ms,2,0.010336,ok,
rht,4096,apply_ms,2,0.218944,ok,
rht,4096,end_to_end_ms,2,0.229280,ok,
rht,4096,setup_ms,3,0.011264,ok,
rht,4096,apply_ms,3,0.180224,ok,
rht,4096,end_to_end_ms,3,0.191488,ok,
rht,4096,setup_ms,4,0.004096,ok,
rht,4096,apply_ms,4,0.180160,ok,
rht,4096,end_to_end_ms,4,0.184256,ok,
rht,4096,setup_ms,5,0.010240,ok,
rht,4096,apply_ms,5,0.225056,ok,
rht,4096,end_to_end_ms,5,0.235296,ok,
rht,4096,setup_ms,6,0.003904,ok,
rht,4096,apply_ms,6,0.178944,ok,
rht,4096,end_to_end_ms,6,0.182848,ok,
rht,4096,setup_ms,7,0.004096,ok,
rht,4096,apply_ms,7,0.215040,ok,
rht,4096,end_to_end_ms,7,0.219136,ok,
rht,4096,setup_ms,8,0.004096,ok,
rht,4096,apply_ms,8,0.237568,ok,
rht,4096,end_to_end_ms,8,0.241664,ok,
rht,4096,setup_ms,9,0.003072,ok,
rht,4096,apply_ms,9,0.182816,ok,
rht,4096,end_to_end_ms,9,0.185888,ok,
rht,4096,setup_ms,10,0.010368,ok,
rht,4096,apply_ms,10,0.216832,ok,
rht,4096,end_to_end_ms,10,0.227200,ok,
rht,4096,setup_ms,11,0.004096,ok,
rht,4096,apply_ms,11,0.186368,ok,
rht,4096,end_to_end_ms,11,0.190464,ok,
rht,4096,setup_ms,12,0.004096,ok,
rht,4096,apply_ms,12,0.187104,ok,
rht,4096,end_to_end_ms,12,0.191200,ok,
rht,4096,setup_ms,13,0.004000,ok,
rht,4096,apply_ms,13,0.180224,ok,
rht,4096,end_to_end_ms,13,0.184224,ok,
rht,4096,setup_ms,14,0.004768,ok,
rht,4096,apply_ms,14,0.219424,ok,
rht,4096,end_to_end_ms,14,0.224192,ok,
rht,4096,setup_ms,15,0.024736,ok,
rht,4096,apply_ms,15,0.218112,ok,
rht,4096,end_to_end_ms,15,0.242848,ok,
rht,4096,setup_ms,16,0.003712,ok,
rht,4096,apply_ms,16,0.219168,ok,
rht,4096,end_to_end_ms,16,0.222880,ok,
rht,4096,setup_ms,17,0.004096,ok,
rht,4096,apply_ms,17,0.198656,ok,
rht,4096,end_to_end_ms,17,0.202752,ok,
haar_qr,8192,setup_ms,0,192.120605,ok,
haar_qr,8192,apply_ms,0,0.389120,ok,
haar_qr,8192,end_to_end_ms,0,192.509720,ok,
haar_qr,8192,setup_ms,1,192.174088,ok,
haar_qr,8192,apply_ms,1,0.416768,ok,
haar_qr,8192,end_to_end_ms,1,192.590851,ok,
haar_qr,8192,setup_ms,2,198.961151,ok,
haar_qr,8192,apply_ms,2,0.433920,ok,
haar_qr,8192,end_to_end_ms,2,199.395065,ok,
haar_qr,8192,setup_ms,3,194.398148,ok,
haar_qr,8192,apply_ms,3,0.415680,ok,
haar_qr,8192,end_to_end_ms,3,194.813828,ok,
haar_qr,8192,setup_ms,4,194.250748,ok,
haar_qr,8192,apply_ms,4,0.440320,ok,
haar_qr,8192,end_to_end_ms,4,194.691071,ok,
reflector_chain,8192,setup_ms,0,0.935008,ok,
reflector_chain,8192,apply_ms,0,53.678783,ok,
reflector_chain,8192,end_to_end_ms,0,54.613792,ok,
reflector_chain,8192,setup_ms,1,0.931840,ok,
reflector_chain,8192,apply_ms,1,54.847137,ok,
reflector_chain,8192,end_to_end_ms,1,55.778976,ok,
reflector_chain,8192,setup_ms,2,0.936000,ok,
reflector_chain,8192,apply_ms,2,54.368832,ok,
reflector_chain,8192,end_to_end_ms,2,55.304832,ok,
reflector_chain,8192,setup_ms,3,0.933664,ok,
reflector_chain,8192,apply_ms,3,53.690208,ok,
reflector_chain,8192,end_to_end_ms,3,54.623871,ok,
reflector_chain,8192,setup_ms,4,0.933472,ok,
reflector_chain,8192,apply_ms,4,54.609921,ok,
reflector_chain,8192,end_to_end_ms,4,55.543392,ok,
reflector_chain,8192,setup_ms,5,0.949824,ok,
reflector_chain,8192,apply_ms,5,54.679550,ok,
reflector_chain,8192,end_to_end_ms,5,55.629375,ok,
reflector_chain,8192,setup_ms,6,0.930752,ok,
reflector_chain,8192,apply_ms,6,53.708801,ok,
reflector_chain,8192,end_to_end_ms,6,54.639553,ok,
reflector_chain,8192,setup_ms,7,0.929504,ok,
reflector_chain,8192,apply_ms,7,54.544098,ok,
reflector_chain,8192,end_to_end_ms,7,55.473602,ok,
reflector_chain,8192,setup_ms,8,0.929856,ok,
reflector_chain,8192,apply_ms,8,55.644703,ok,
reflector_chain,8192,end_to_end_ms,8,56.574558,ok,
reflector_chain,8192,setup_ms,9,0.929792,ok,
reflector_chain,8192,apply_ms,9,53.554752,ok,
reflector_chain,8192,end_to_end_ms,9,54.484543,ok,
reflector_chain,8192,setup_ms,10,0.927744,ok,
reflector_chain,8192,apply_ms,10,54.391808,ok,
reflector_chain,8192,end_to_end_ms,10,55.319553,ok,
reflector_chain,8192,setup_ms,11,0.940768,ok,
reflector_chain,8192,apply_ms,11,54.448994,ok,
reflector_chain,8192,end_to_end_ms,11,55.389763,ok,
reflector_chain,8192,setup_ms,12,0.929504,ok,
reflector_chain,8192,apply_ms,12,53.506145,ok,
reflector_chain,8192,end_to_end_ms,12,54.435650,ok,
reflector_chain,8192,setup_ms,13,0.929632,ok,
reflector_chain,8192,apply_ms,13,54.241280,ok,
reflector_chain,8192,end_to_end_ms,13,55.170910,ok,
rht,8192,setup_ms,0,0.010016,ok,
rht,8192,apply_ms,0,0.145408,ok,
rht,8192,end_to_end_ms,0,0.155424,ok,
rht,8192,setup_ms,1,0.009024,ok,
rht,8192,apply_ms,1,0.094208,ok,
rht,8192,end_to_end_ms,1,0.103232,ok,
rht,8192,setup_ms,2,0.061664,ok,
rht,8192,apply_ms,2,0.103232,ok,
rht,8192,end_to_end_ms,2,0.164896,ok,
rht,8192,setup_ms,3,0.003072,ok,
rht,8192,apply_ms,3,0.137216,ok,
rht,8192,end_to_end_ms,3,0.140288,ok,
rht,8192,setup_ms,4,0.002976,ok,
rht,8192,apply_ms,4,0.088064,ok,
rht,8192,end_to_end_ms,4,0.091040,ok,
rht,8192,setup_ms,5,0.009216,ok,
rht,8192,apply_ms,5,0.065536,ok,
rht,8192,end_to_end_ms,5,0.074752,ok,
rht,8192,setup_ms,6,0.009216,ok,
rht,8192,apply_ms,6,0.115712,ok,
rht,8192,end_to_end_ms,6,0.124928,ok,
rht,8192,setup_ms,7,0.009216,ok,
rht,8192,apply_ms,7,0.103424,ok,
rht,8192,end_to_end_ms,7,0.112640,ok,
rht,8192,setup_ms,8,0.003072,ok,
rht,8192,apply_ms,8,0.114464,ok,
rht,8192,end_to_end_ms,8,0.117536,ok,
rht,8192,setup_ms,9,0.009984,ok,
rht,8192,apply_ms,9,0.093152,ok,
rht,8192,end_to_end_ms,9,0.103136,ok,
rht,8192,setup_ms,10,0.003072,ok,
rht,8192,apply_ms,10,0.093024,ok,
rht,8192,end_to_end_ms,10,0.096096,ok,
rht,8192,setup_ms,11,0.003072,ok,
rht,8192,apply_ms,11,0.122464,ok,
rht,8192,end_to_end_ms,11,0.125536,ok,
rht,8192,setup_ms,12,0.009216,ok,
rht,8192,apply_ms,12,0.083648,ok,
rht,8192,end_to_end_ms,12,0.092864,ok,
rht,8192,setup_ms,13,0.003072,ok,
rht,8192,apply_ms,13,0.093184,ok,
rht,8192,end_to_end_ms,13,0.096256,ok,
rht,8192,setup_ms,14,0.009216,ok,
rht,8192,apply_ms,14,0.077824,ok,
rht,8192,end_to_end_ms,14,0.087040,ok,
rht,8192,setup_ms,15,0.009888,ok,
rht,8192,apply_ms,15,0.114688,ok,
rht,8192,end_to_end_ms,15,0.124576,ok,
rht,8192,setup_ms,16,0.009216,ok,
rht,8192,apply_ms,16,0.094208,ok,
rht,8192,end_to_end_ms,16,0.103424,ok,
rht,8192,setup_ms,17,0.026624,ok,
rht,8192,apply_ms,17,0.101088,ok,
rht,8192,end_to_end_ms,17,0.127712,ok,
haar_qr,16384,setup_ms,0,1013.947388,ok,
haar_qr,16384,apply_ms,0,1.543168,ok,
haar_qr,16384,end_to_end_ms,0,1015.490540,ok,
haar_qr,16384,setup_ms,1,1013.282837,ok,
haar_qr,16384,apply_ms,1,1.545216,ok,
haar_qr,16384,end_to_end_ms,1,1014.828064,ok,
haar_qr,16384,setup_ms,2,1015.069702,ok,
haar_qr,16384,apply_ms,2,1.544192,ok,
haar_qr,16384,end_to_end_ms,2,1016.613892,ok,
haar_qr,16384,setup_ms,3,1019.009644,ok,
haar_qr,16384,apply_ms,3,1.571840,ok,
haar_qr,16384,end_to_end_ms,3,1020.581482,ok,
haar_qr,16384,setup_ms,4,1019.914246,ok,
haar_qr,16384,apply_ms,4,1.566720,ok,
haar_qr,16384,end_to_end_ms,4,1021.480957,ok,
reflector_chain,16384,setup_ms,0,3.615744,ok,
reflector_chain,16384,apply_ms,0,220.394501,ok,
reflector_chain,16384,end_to_end_ms,0,224.010239,ok,
reflector_chain,16384,setup_ms,1,3.642368,ok,
reflector_chain,16384,apply_ms,1,220.379135,ok,
reflector_chain,16384,end_to_end_ms,1,224.021500,ok,
reflector_chain,16384,setup_ms,2,3.612736,ok,
reflector_chain,16384,apply_ms,2,217.719803,ok,
reflector_chain,16384,end_to_end_ms,2,221.332535,ok,
reflector_chain,16384,setup_ms,3,3.600384,ok,
reflector_chain,16384,apply_ms,3,220.857346,ok,
reflector_chain,16384,end_to_end_ms,3,224.457733,ok,
reflector_chain,16384,setup_ms,4,3.605280,ok,
reflector_chain,16384,apply_ms,4,219.322311,ok,
reflector_chain,16384,end_to_end_ms,4,222.927597,ok,
reflector_chain,16384,setup_ms,5,3.603040,ok,
reflector_chain,16384,apply_ms,5,218.378235,ok,
reflector_chain,16384,end_to_end_ms,5,221.981277,ok,
reflector_chain,16384,setup_ms,6,4.739008,ok,
reflector_chain,16384,apply_ms,6,218.633209,ok,
reflector_chain,16384,end_to_end_ms,6,223.372223,ok,
reflector_chain,16384,setup_ms,7,3.601344,ok,
reflector_chain,16384,apply_ms,7,219.375778,ok,
reflector_chain,16384,end_to_end_ms,7,222.977127,ok,
reflector_chain,16384,setup_ms,8,3.600064,ok,
reflector_chain,16384,apply_ms,8,220.518402,ok,
reflector_chain,16384,end_to_end_ms,8,224.118469,ok,
reflector_chain,16384,setup_ms,9,3.602432,ok,
reflector_chain,16384,apply_ms,9,217.874435,ok,
reflector_chain,16384,end_to_end_ms,9,221.476868,ok,
reflector_chain,16384,setup_ms,10,3.600928,ok,
reflector_chain,16384,apply_ms,10,219.743393,ok,
reflector_chain,16384,end_to_end_ms,10,223.344315,ok,
reflector_chain,16384,setup_ms,11,3.600960,ok,
reflector_chain,16384,apply_ms,11,220.117691,ok,
reflector_chain,16384,end_to_end_ms,11,223.718658,ok,
reflector_chain,16384,setup_ms,12,3.602176,ok,
reflector_chain,16384,apply_ms,12,219.059174,ok,
reflector_chain,16384,end_to_end_ms,12,222.661346,ok,
reflector_chain,16384,setup_ms,13,3.611648,ok,
reflector_chain,16384,apply_ms,13,219.377319,ok,
reflector_chain,16384,end_to_end_ms,13,222.988968,ok,
rht,16384,setup_ms,0,0.009216,ok,
rht,16384,apply_ms,0,0.092864,ok,
rht,16384,end_to_end_ms,0,0.102080,ok,
rht,16384,setup_ms,1,0.029376,ok,
rht,16384,apply_ms,1,0.110592,ok,
rht,16384,end_to_end_ms,1,0.139968,ok,
rht,16384,setup_ms,2,0.009216,ok,
rht,16384,apply_ms,2,0.081920,ok,
rht,16384,end_to_end_ms,2,0.091136,ok,
rht,16384,setup_ms,3,0.009216,ok,
rht,16384,apply_ms,3,0.111616,ok,
rht,16384,end_to_end_ms,3,0.120832,ok,
rht,16384,setup_ms,4,0.028256,ok,
rht,16384,apply_ms,4,0.103424,ok,
rht,16384,end_to_end_ms,4,0.131680,ok,
rht,16384,setup_ms,5,0.016576,ok,
rht,16384,apply_ms,5,0.128000,ok,
rht,16384,end_to_end_ms,5,0.144576,ok,
rht,16384,setup_ms,6,0.003072,ok,
rht,16384,apply_ms,6,0.103424,ok,
rht,16384,end_to_end_ms,6,0.106496,ok,
rht,16384,setup_ms,7,0.026624,ok,
rht,16384,apply_ms,7,0.092896,ok,
rht,16384,end_to_end_ms,7,0.119520,ok,
rht,16384,setup_ms,8,0.003840,ok,
rht,16384,apply_ms,8,0.103424,ok,
rht,16384,end_to_end_ms,8,0.107264,ok,
rht,16384,setup_ms,9,0.025344,ok,
rht,16384,apply_ms,9,0.092160,ok,
rht,16384,end_to_end_ms,9,0.117504,ok,
rht,16384,setup_ms,10,0.003744,ok,
rht,16384,apply_ms,10,0.097280,ok,
rht,16384,end_to_end_ms,10,0.101024,ok,
rht,16384,setup_ms,11,0.043008,ok,
rht,16384,apply_ms,11,0.106496,ok,
rht,16384,end_to_end_ms,11,0.149504,ok,
rht,16384,setup_ms,12,0.009216,ok,
rht,16384,apply_ms,12,0.095232,ok,
rht,16384,end_to_end_ms,12,0.104448,ok,
rht,16384,setup_ms,13,0.023552,ok,
rht,16384,apply_ms,13,0.133184,ok,
rht,16384,end_to_end_ms,13,0.156736,ok,
rht,16384,setup_ms,14,0.009216,ok,
rht,16384,apply_ms,14,0.095232,ok,
rht,16384,end_to_end_ms,14,0.104448,ok,
rht,16384,setup_ms,15,0.003072,ok,
rht,16384,apply_ms,15,0.106048,ok,
rht,16384,end_to_end_ms,15,0.109120,ok,
rht,16384,setup_ms,16,0.003072,ok,
rht,16384,apply_ms,16,0.095840,ok,
rht,16384,end_to_end_ms,16,0.098912,ok,
rht,16384,setup_ms,17,0.033440,ok,
rht,16384,apply_ms,17,0.113536,ok,
rht,16384,end_to_end_ms,17,0.146976,ok,
